Load address: $0400 Init address: $2300 Play address: $2318
Calling initroutine with subtune 2
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   184 | 968B (C#7 D5) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   185 | 4B45 (C#6 C9) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   186 | 1C31  G#4 B8  41 .... 800 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   187 | 70C7 (G#6 D0) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   188 | 3863 (G#5 C4) 40 .... 940 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   189 | 1C31 (G#4 B8) .. .... 9E0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   190 | 70C7 (G#6 D0) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   191 | 3863 (G#5 C4) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   192 | 191E  F#4 B6  41 .... 800 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   193 | 6479 (F#6 CE) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   194 | 323C (F#5 C2) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   195 | 191E (F#4 B6) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   196 | 6479 (F#6 CE) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   197 | 323C (F#5 C2) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   198 | 17B5  F-4 B5  41 .... 800 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   199 | 5ED6 (F-6 CD) .. .... 8A0 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   200 | 2F6B (F-5 C1) 40 .... 940 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   201 | 17B5 (F-4 B5) .. .... 9E0 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   202 | 5ED6 (F-6 CD) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   203 | 2F6B (F-5 C1) .. .... AE0 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   204 | 151F  D#4 B3  41 .... 800 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   205 | 547D (D#6 CB) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   206 | 2A3E (D#5 BF) 40 .... 940 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   207 | 151F (D#4 B3) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   208 | 547D (D#6 CB) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   209 | 2A3E (D#5 BF) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   210 | 191E  F#4 B6  41 .... 800 | 2A3E  D#5 BF  11 .... ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   211 | 6479 (F#6 CE) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   212 | 323C (F#5 C2) 40 .... 940 | 2A3E (D#5 BF) 10 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   213 | 191E (F#4 B6) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   214 | 6479 (F#6 CE) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   215 | 323C (F#5 C2) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   216 | 17B5  F-4 B5  41 .... 800 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   217 | 5ED6 (F-6 CD) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   218 | 2F6B (F-5 C1) 40 .... 940 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   219 | 17B5 (F-4 B5) .. .... 9E0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   220 | 5ED6 (F-6 CD) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   221 | 2F6B (F-5 C1) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   222 | 151F  D#4 B3  41 .... 800 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   223 | 547D (D#6 CB) .. .... 8A0 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   224 | 2A3E (D#5 BF) 40 .... 940 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   225 | 151F (D#4 B3) .. .... 9E0 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   226 | 547D (D#6 CB) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   227 | 2A3E (D#5 BF) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   228 | 191E  F#4 B6  41 .... 800 | 0151  D#0 83  11 00C8 ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|   229 | 6479 (F#6 CE) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   230 | 323C (F#5 C2) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|   231 | 191E (F#4 B6) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   232 | 6479 (F#6 CE) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   233 | 323C (F#5 C2) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   234 | 1C31  G#4 B8  41 .... 800 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   235 | 70C7 (G#6 D0) .. .... 8A0 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   236 | 3863 (G#5 C4) 40 .... 940 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   237 | 1C31 (G#4 B8) .. .... 9E0 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   238 | 70C7 (G#6 D0) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   239 | 3863 (G#5 C4) .. .... AE0 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   240 | 1FA5  A#4 BA  41 .... 800 | ....  ... ..  .. .... ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   241 | 7E97 (A#6 D2) .. .... 8A0 | 0200 (B-0 8B) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   242 | 3F4B (A#5 C6) 40 .... 940 | 0300 (F#1 92) .. .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   243 | 1FA5 (A#4 BA) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   244 | 7E97 (A#6 D2) .. .... A80 | ....  ... ..  10 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   245 | 3F4B (A#5 C6) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   246 | 191E  F#4 B6  41 .... 800 | 2A3E  D#5 BF  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   247 | 6479 (F#6 CE) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   248 | 323C (F#5 C2) 40 .... 940 | 2A3E (D#5 BF) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   249 | 191E (F#4 B6) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   250 | 6479 (F#6 CE) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   251 | 323C (F#5 C2) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   252 | 151F  D#4 B3  41 .... 800 | 547D  D#6 CB  11 .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   253 | 547D (D#6 CB) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   254 | 2A3E (D#5 BF) 40 .... 940 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   255 | 151F (D#4 B3) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   256 | 547D (D#6 CB) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   257 | 2A3E (D#5 BF) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   258 | 1FA5  A#4 BA  41 .... 800 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   259 | 7E97 (A#6 D2) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   260 | 3F4B (A#5 C6) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   261 | 1FA5 (A#4 BA) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   262 | 7E97 (A#6 D2) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   263 | 3F4B (A#5 C6) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   264 | 191E  F#4 B6  41 .... 800 | 0151  D#0 83  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   265 | 6479 (F#6 CE) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   266 | 323C (F#5 C2) 40 .... 940 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   267 | 191E (F#4 B6) .. .... 9E0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   268 | 6479 (F#6 CE) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   269 | 323C (F#5 C2) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   270 | 151F  D#4 B3  41 .... 800 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   271 | 547D (D#6 CB) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   272 | 2A3E (D#5 BF) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   273 | 151F (D#4 B3) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   274 | 547D (D#6 CB) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   275 | 2A3E (D#5 BF) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   276 | 1FA5  A#4 BA  41 .... 800 | 2A3E  D#5 BF  11 00E8 ... | 05ED  F-2 9D  41 .... 100 | .... .. ... . |
|   277 | 7E97 (A#6 D2) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   278 | 3F4B (A#5 C6) 40 .... 940 | 2A3E (D#5 BF) 10 .... ... | 05ED (F-2 9D) 40 .... 240 | B000 .. ... . |
|   279 | 1FA5 (A#4 BA) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   280 | 7E97 (A#6 D2) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   281 | 3F4B (A#5 C6) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   282 | 25A2  C#5 BD  41 .... 800 | 547D  D#6 CB  11 .... ... | 0647  F#2 9E  41 .... 100 | .... .. ... . |
|   283 | 968B (C#7 D5) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   284 | 4B45 (C#6 C9) 40 .... 940 | 547D (D#6 CB) 10 .... ... | 0647 (F#2 9E) 40 .... 240 | B000 .. ... . |
|   285 | 25A2 (C#5 BD) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   286 | 968B (C#7 D5) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   287 | 4B45 (C#6 C9) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   288 | 2187  B-4 BB  41 .... 800 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|   289 | 861E (B-6 D3) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   290 | 430F (B-5 C7) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|   291 | 2187 (B-4 BB) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   292 | 861E (B-6 D3) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   293 | 430F (B-5 C7) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   294 | 191E  F#4 B6  41 .... 800 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   295 | 6479 (F#6 CE) .. .... 8A0 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   296 | 323C (F#5 C2) 40 .... 940 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   297 | 191E (F#4 B6) .. .... 9E0 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   298 | 6479 (F#6 CE) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   299 | 323C (F#5 C2) .. .... AE0 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   300 | 151F  D#4 B3  41 .... 800 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   301 | 547D (D#6 CB) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   302 | 2A3E (D#5 BF) 40 .... 940 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   303 | 151F (D#4 B3) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   304 | 547D (D#6 CB) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   305 | 2A3E (D#5 BF) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   306 | 2187  B-4 BB  41 .... 800 | 2A3E  D#5 BF  11 .... ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|   307 | 861E (B-6 D3) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   308 | 430F (B-5 C7) 40 .... 940 | 2A3E (D#5 BF) 10 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|   309 | 2187 (B-4 BB) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   310 | 861E (B-6 D3) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   311 | 430F (B-5 C7) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   312 | 191E  F#4 B6  41 .... 800 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   313 | 6479 (F#6 CE) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   314 | 323C (F#5 C2) 40 .... 940 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   315 | 191E (F#4 B6) .. .... 9E0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   316 | 6479 (F#6 CE) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   317 | 323C (F#5 C2) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   318 | 151F  D#4 B3  41 .... 800 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   319 | 547D (D#6 CB) .. .... 8A0 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   320 | 2A3E (D#5 BF) 40 .... 940 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   321 | 151F (D#4 B3) .. .... 9E0 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   322 | 547D (D#6 CB) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   323 | 2A3E (D#5 BF) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   324 | 2187  B-4 BB  41 .... 800 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|   325 | 861E (B-6 D3) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   326 | 430F (B-5 C7) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|   327 | 2187 (B-4 BB) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   328 | 861E (B-6 D3) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   329 | 430F (B-5 C7) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   330 | 2A3E  D#5 BF  41 .... 800 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   331 | A8FA (D#7 D7) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   332 | 547D (D#6 CB) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   333 | 2A3E (D#5 BF) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   334 | A8FA (D#7 D7) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   335 | 547D (D#6 CB) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   336 | 25A2  C#5 BD  41 .... 800 | 0400 (B-1 97) .. .... ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|   337 | 968B (C#7 D5) .. .... 8A0 | 0300 (F#1 92) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   338 | 4B45 (C#6 C9) 40 .... 940 | ....  ... ..  .. .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|   339 | 25A2 (C#5 BD) .. .... 9E0 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   340 | 968B (C#7 D5) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   341 | 4B45 (C#6 C9) .. .... AE0 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   342 | 1C31  G#4 B8  41 .... 800 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   343 | 70C7 (G#6 D0) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   344 | 3863 (G#5 C4) 40 .... 940 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   345 | 1C31 (G#4 B8) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   346 | 70C7 (G#6 D0) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   347 | 3863 (G#5 C4) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   348 | 17B5  F-4 B5  41 .... 800 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   349 | 5ED6 (F-6 CD) .. .... 8A0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   350 | 2F6B (F-5 C1) 40 .... 940 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   351 | 17B5 (F-4 B5) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   352 | 5ED6 (F-6 CD) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   353 | 2F6B (F-5 C1) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   354 | 25A2  C#5 BD  41 .... 800 | 2A3E  D#5 BF  11 .... ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|   355 | 968B (C#7 D5) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   356 | 4B45 (C#6 C9) 40 .... 940 | 2A3E (D#5 BF) 10 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|   357 | 25A2 (C#5 BD) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   358 | 968B (C#7 D5) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   359 | 4B45 (C#6 C9) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   360 | 1C31  G#4 B8  41 .... 800 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   361 | 70C7 (G#6 D0) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   362 | 3863 (G#5 C4) 40 .... 940 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   363 | 1C31 (G#4 B8) .. .... 9E0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   364 | 70C7 (G#6 D0) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   365 | 3863 (G#5 C4) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   366 | 17B5  F-4 B5  41 .... 800 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   367 | 5ED6 (F-6 CD) .. .... 8A0 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   368 | 2F6B (F-5 C1) 40 .... 940 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   369 | 17B5 (F-4 B5) .. .... 9E0 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   370 | 5ED6 (F-6 CD) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   371 | 2F6B (F-5 C1) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   372 | 25A2  C#5 BD  41 .... 800 | 0151  D#0 83  11 .... ... | 04FB  D-2 9A  41 .... 100 | .... .. ... . |
|   373 | 968B (C#7 D5) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
